"CÓDIGO SIGEP","NOMBRE DE LA ENTIDAD","NIT","ORDEN","SUBORDEN","REGIÓN PND","CÓDIGO DIVIPOLA DEPARTAMENTO","DEPARTAMENTO","CÓDIGO DIVIPOLA MUNICIPIO","MUNICIPIO","CLASIFICACIÓN ORGÁNICA","SECTOR","NIVEL","TIPO DE VINCULACIÓN","NATURALEZA JURÍDICA","LONGITUD","LATITUD","AÑO","MES","FUENTE","GENERO: HOMBRE","GENERO: MUJER","NIVEL EDUCATIVO: PRIMARIA","NIVEL EDUCATIVO: SECUNDARIA","NIVEL EDUCATIVO: TÉCNICA-TECNOLÓGICA","NIVEL EDUCATIVO: PROFESIONAL","NIVEL EDUCATIVO: ESPECIALIZACIÓN","NIVEL EDUCATIVO: MAESTRÍA","NIVEL EDUCATIVO: DOCTORADO","NIVEL EDUCATIVO: SIN DATOS","EDAD: MENOR O IGUAL A 29","EDAD: 30-39","EDAD: 40-49","EDAD: 50-62","EDAD: 63 Y MAS","EXPERIENCIA LABORAL: MENOR A 1 AÑO","EXPERIENCIA LABORAL: DE 1 A 10 AÑOS","EXPERIENCIA LABORAL: DE 11 A 20 AÑOS","EXPERIENCIA LABORAL: DE 21 A 30 AÑOS","EXPERIENCIA LABORAL: DE 31 A 40 AÑOS","EXPERIENCIA LABORAL: MAYOR A 40 AÑOS","EXPERIENCIA LABORAL: SIN DATOS","SALARIO MENSUAL PROMEDIO"
"03545","HOSPITAL REGIONAL MANUELA BELTRAN III NIVEL - SOCORRO SANTANDER","900190045","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","5","5","0","0","0","1","6","3","0","0","0","4","4","2","0","2","6","1","1","1","0","0","7.059.009,7"
"03546","HOSPITAL REGIONAL NOROCCIDENTAL - NORTE DE SANTANDER","807008842","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","NO APLICA","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","17","36","0","19","0","3","4","1","0","24","0","5","4","20","24","8","1","2","2","7","9","0","1.676.048"
"03551","HOSPITAL RICAURTE","900121152","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","16","20","3","14","0","1","1","0","0","8","0","1","8","22","5","0","16","8","8","3","1","0","1.161.147,06"
"03553","HOSPITAL ROSARIO PUMAREJO DE LOPEZ","892399994","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","28","109","0","57","0","32","31","5","0","0","3","9","31","79","15","59","40","8","8","13","16","0","2.864.448,31"
"03554","HOSPITAL RUBEN CRUZ VELEZ - TULUA","821000831","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","21","41","0","4","0","26","10","3","0","0","3","13","19","24","3","14","23","9","9","4","12","0","3.659.662,4"
"03555","HOSPITAL SAGRADA FAMILIA  - TORO (VALLE)","891900361","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","6","24","0","12","0","5","4","2","0","2","3","6","9","7","5","10","6","3","3","7","3","0","3.004.068,97"
"03556","HOSPITAL SAGRADO CORAZON DE JESUS - QUIMBAYA","890001006","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","4","31","0","0","0","1","2","0","0","31","1","6","3","13","12","0","2","1","1","0","0","0","2.156.292,77"
"03558","HOSPITAL SAGRADO CORAZON DE JESUS DE LA HORMIGA","846000471","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","8","20","0","13","0","2","4","0","0","5","2","2","8","15","1","2","1","7","7","5","8","0","2.302.200,6"
"03560","HOSPITAL SAN ANDRES DE CHIRIGUANA","892300175","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","6","15","0","3","0","4","0","1","0","12","2","2","1","9","7","1","0","2","2","3","0","0","2.432.479,81"
"03562","HOSPITAL SAN ANTONIO DE MITU","845000038","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","18","27","2","13","0","18","5","2","0","1","8","11","8","16","2","9","13","5","5","5","3","0","3.691.849,4"
"03563","HOSPITAL SAN ANTONIO DE HUILA","891180147","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","4","1","2","0","0","0","1","0","0","0","2","0","3","1","1","1","0","0","3","0","0","2.892.262"
"03565","HOSPITAL SAN ANTONIO DE ANOLAIMA","832001465","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","18","0","2","0","1","1","1","0","11","0","2","4","7","5","1","0","3","3","1","0","0","1.947.143,33"
"03566","HOSPITAL SAN ANTONIO DE CHIA","899999156","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","3","16","0","8","0","4","6","0","0","0","0","0","1","10","8","1","0","4","4","7","5","0","2.916.063,05"
"03567","HOSPITAL SAN ANTONIO DE SESQUILE","899999158","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","14","0","8","0","3","3","0","0","0","2","2","4","8","0","4","2","1","1","4","3","0","2.326.296,19"
"03570","HOSPITAL SAN BERNARDO DE FILADELFIA","890802223","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","6","0","0","0","3","0","0","0","0","0","0","0","4","4","0","0","0","0","3","5","0","1.982.862"
"03572","HOSPITAL SAN FRANCISCO DE VILLA DE LEYVA","891800906","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","4","8","0","2","0","6","2","1","0","0","6","2","0","4","0","2","2","0","0","2","0","0","2.228.793,83"
"03573","HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO","813002497","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","8","14","1","11","0","6","2","0","0","1","0","4","7","10","1","3","8","5","5","5","1","0","2.840.536,56"
"03575","HOSPITAL SAN ISIDRO DE ALPUJARRA","800025221","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","8","0","0","0","2","1","0","0","2","0","1","1","4","4","0","1","2","2","4","1","0","1.775.083,3"
"03576","HOSPITAL SAN JOSE DE AGUADAS","890801035","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","4","10","0","2","0","0","1","0","0","0","0","0","0","9","5","0","0","3","3","8","3","0","1.883.928,57"
"03579","HOSPITAL SAN JOSE DE LA GLORIA","892300343","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","12","0","1","0","8","3","1","0","0","1","4","4","3","2","4","2","3","3","3","1","0","3.253.792,5"
"03583","HOSPITAL SAN JOSE DE MAICAO DE NIVEL II","892120115","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","44","196","2","84","0","61","24","4","0","1","29","84","65","51","11","97","79","26","26","22","14","0","2.709.508,88"
"03587","HOSPITAL SAN JOSE DE CALDAS","810001159","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","3","9","0","1","0","0","1","0","0","10","0","1","2","8","1","1","0","0","0","0","0","0","2.561.976"
"03589","HOSPITAL SAN JUAN DE DIOS DE PAMPLONA","890501019","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","19","58","0","20","0","15","12","1","0","8","0","12","27","33","5","19","21","9","9","10","1","0","2.629.269,99"
"03590","HOSPITAL SAN JUAN DE DIOS DE BETULIA","800212070","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","3","5","0","0","0","0","3","0","0","4","0","3","0","3","2","2","1","0","0","0","1","0","2.179.199,13"
"03592","HOSPITAL SAN JUAN DE DIOS DE GALAN","890201933","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","7","0","2","0","2","1","0","0","0","3","1","2","2","1","0","2","0","0","1","1","0","3.398.126,4"
"03594","CLINICA GIRON","890203242","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","2","0","0","0","3","0","0","0","0","1","1","0","1","0","1","1","0","0","0","0","0","5.500.000"
"03598","HOSPITAL SAN MARTIN DE ASTREA","824000442","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","17","18","0","7","0","18","2","0","0","3","3","8","12","7","5","10","10","4","4","1","2","0","2.723.916,37"
"03601","HOSPITAL SAN PEDRO  DE EL PIÑON","819001312","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","10","15","0","7","0","3","0","0","0","15","0","1","2","12","10","1","2","1","1","0","1","0","2.381.069,92"
"03603","HOSPITAL SAN RAFAEL DE CONCEPCION","890203551","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","6","0","2","0","2","1","0","0","1","1","1","1","4","1","0","2","0","0","4","0","0","2.102.581,25"
"03604","EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN RAFAEL DE TUNJA","891800231","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","12","23","0","0","0","10","10","6","0","0","2","2","6","21","4","4","5","4","4","16","4","0","4.834.082,03"
"03605","HOSPITAL SAN RAFAEL NIVEL II","892115010","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","16","32","0","5","0","15","5","4","1","15","0","3","10","23","12","9","4","8","8","7","1","0","2.838.821,1"
"03606","HOSPITAL SAN ROQUE DE CHIMA","890204581","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","4","0","1","0","0","2","0","0","0","0","1","1","2","0","1","0","3","3","0","0","0","2.317.123,5"
"03608","HOSPITAL SAN ROQUE DEL CARMEN DE ATRATO","891680065","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","5","21","0","1","0","10","2","0","0","2","0","9","7","7","3","7","5","8","8","1","1","0","2.243.423,08"
"03610","HOSPITAL SAN ROQUE DE EL COPEY","800119945","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","15","34","1","6","0","15","4","0","0","13","3","9","13","20","4","11","10","7","7","3","0","0","2.535.288,63"
"03614","HOSPITAL SAN VICENTE DE PAUL DE ONZAGA","890200965","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","4","0","0","0","0","1","1","0","0","0","1","1","2","0","0","0","1","1","0","2","0","1.757.372,25"
"03618","HOSPITAL SAN VICENTE DE PAUL FOMEQUE","800174375","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","2","0","0","0","1","0","2","0","0","0","0","0","2","1","0","1","1","1","0","1","0","6.112.634,33"
"03619","HOSPITAL SANTA ANA DE BOLIVAR","8919004140","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","12","29","2","19","0","6","1","1","0","3","5","9","5","19","3","9","11","2","2","11","4","0","2.386.151,38"
"03622","HOSPITAL SANTA ANA DE MUZO","800254850","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","4","6","0","2","0","3","0","0","0","4","0","5","0","4","1","2","1","0","0","2","1","0","1.894.283,5"
"03625","HOSPITAL SANTA ROSA DE LIMA - SUAREZ TOLIMA","809005452","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","3","3","0","0","0","1","4","0","0","0","0","2","2","1","1","1","2","1","1","0","0","0","2.653.595,67"
"03628","ESE HOSPITAL SANTO DOMINGO DE MALAGA","890201684","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","3","0","0","0","1","2","0","0","0","0","0","1","1","1","1","1","0","0","1","0","0","4.136.237,33"
"03629","HOSPITAL SANTO TOMAS - VILLANUEVA","800075650","TERRITORIAL",,,,,,,"DISTRITAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","11","20","0","7","0","14","0","0","0","1","0","1","0","9","21","3","1","10","10","6","11","0","2.386.154,19"
"03630","HOSPITAL SERAFIN MONTAÑA CUELLAR - SAN LUIS","809001086","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","13","0","2","0","8","1","0","0","1","4","2","2","6","1","3","2","3","3","3","0","0","3.757.168,53"
"03632","HOSPITAL TOMAS URIBE URIBE  - TULUA","891901158","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","3.835.031"
"03634","HOSPITAL UNIVERSITARIO  HERNANDO MONCALEANO PERDOMO  - NEIVA","891180268","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","10","16","0","9","0","1","8","1","1","0","1","2","9","10","4","10","7","5","5","2","2","0","6.809.098,5"
"03636","HOSPITAL UNIVERSITARIO  SAN JOSE  - POPAYAN","891580002","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","34","84","0","30","0","28","37","8","0","0","0","4","2","75","37","7","8","34","34","45","20","0","1.238.987,74"
"03637","HOSPITAL UNIVERSITARIO CARI - EN LIQUIDACIÓN","800253167","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","7","20","0","3","0","4","11","3","0","4","0","1","2","6","18","0","10","5","5","5","3","0","4.351.966,07"
"03638","HOSPITAL UNIVERSITARIO DE SANTANDER","900006037","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","18","23","0","0","0","8","23","10","0","0","0","9","11","18","3","10","8","10","10","4","4","0","7.716.802,41"
"03639","HOSPITAL UNIVERSITARIO DEL CARIBE -- CARTAGENA, BOLIVAR","900042103","TERRITORIAL",,,,,,,"DISTRITAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","13","17","0","4","0","7","12","4","0","1","0","1","15","10","4","6","14","4","4","2","1","0","4.384.401,97"
"03640","HOSPITAL UNIVERSITARIO DEL VALLE  EVARISTO GARCIA","890303461","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","168","301","2","187","0","117","86","23","3","0","32","55","93","256","33","125","70","76","76","89","35","0","6.025.985,54"
"03641","HOSPITAL UNIVERSITARIO SAN JORGE","800231235","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","120","362","0","133","0","146","64","5","0","7","29","168","144","124","17","265","87","61","61","46","18","0","2.630.572,22"
"03646","EMPRESA SOCIAL DEL ESTADO INES OCHOA PEREZ - TIBASOSA","826002852","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","12","0","3","0","7","2","0","0","0","1","4","5","3","0","3","6","1","1","1","0","0","2.716.028,92"
"03647","INSTITUTO DEPARTAMENTAL DE REHABILITACION Y EDUCACION ESPECIAL DEL CESAR","892300226","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","4","10","0","3","0","2","1","0","0","8","0","0","0","11","3","0","0","3","3","4","0","0","2.559.043,57"
"03648","INSTITUCION PRESTADORA DE SERVICIOS DE SALUD DEL MUNICIPIO DE CARTAGO","836000386","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","23","30","0","12","0","18","10","0","0","8","1","16","12","18","6","19","15","9","9","2","1","0","2.824.121,79"
"03649","EMPRESA SOCIAL DEL ESTADO JAIME ALVARADO Y CASTILLA - ARAUCA","834001482","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","9","24","0","16","0","9","6","1","0","0","1","2","10","19","1","2","7","7","7","7","8","0","2.550.831,58"
"03653","EMPRESA SOCIAL DEL ESTADO MUNICIPAL MANUEL CASTRO TOVAR","813005295","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","6","19","0","6","0","5","4","0","2","2","0","6","7","11","1","9","6","3","3","2","2","0","3.479.280"
"03655","MARIA AUXILIADORA DEL MUNICIPIO DE MOSQUERA - CUNDINAMARCA","832010436","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","10","0","0","0","7","3","1","0","0","3","2","5","2","0","3","5","2","2","0","0","0","5.587.332,08"
"03657","E.S.E. MARIA AUXILIADORA DE GARZON","813002940","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","7","23","1","18","0","4","5","0","0","1","0","1","9","14","6","4","6","9","9","1","2","0","2.818.917,35"
"03658","METROSALUD","800058016","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","7.000.000"
"03659","NORTE 3","900146438","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","6","15","0","4","0","12","3","1","0","0","6","6","2","7","0","5","1","1","1","0","0","0","2.387.683,3"
"03661","NUESTRA SEÑORA DE LA PAZ","804015920","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","5","0","0","0","1","0","0","0","5","0","1","1","5","0","0","1","0","0","1","0","0","1.532.047,29"
"03662","NUESTRA SEÑORA DE LAS MERCEDES DE SALADOBLANCO","813012833","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","3","0","1","0","0","1","0","0","0","0","1","0","3","0","0","0","0","0","4","0","0","0"
"03664","CENTRO DE SALUD NUESTRA SEÑORA DEL PILAR E.S.E","900192678","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","7","0","3","0","2","1","0","0","0","1","1","1","3","2","1","2","2","2","3","0","0","1.833.579,13"
"03666","OCCIDENTE - TIMBIQUI","900145588","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","4.585.430"
"03667","EMPRESA DE SERVICIOS PUBLICOS DE BOSCONIA","800215902","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","9","1","0","0","0","0","0","0","0","10","1","0","1","4","4","0","0","0","0","0","0","0","1.171.603,1"
"03668","EMPRESA SOCIAL DEL ESTADO TIERRADENTRO","444900145585","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","14","0","3","0","8","3","1","0","0","4","4","1","6","0","5","1","1","1","2","1","0","2.943.144"
"03671","EMPRESA SOCIAL DEL ESTADO POLICLINICO DE JUNIN","900000427","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","3","2","0","0","0","0","1","1","0","3","1","1","2","1","0","2","0","0","0","0","0","0","2.912.665,6"
